token	corpus size	all contexts size	frequency	co-frequency	specificity
Затем	12481	2576	1	1	0.69
поработай	12481	2576	1	1	0.69
лайном	12481	2576	1	1	0.69
добавь	12481	2576	1	1	0.69
архитектуру	12481	2576	1	1	0.69
тысячи	12481	2576	1	1	0.69
нацисты	12481	2576	1	1	0.69
сравнил	12481	2576	1	1	0.69
христианской	12481	2576	1	1	0.69
проявление	12481	2576	1	1	0.69
византийской	12481	2576	1	1	0.69
иконописи	12481	2576	1	1	0.69
передавали	12481	2576	1	1	0.69
зрелое	12481	2576	1	1	0.69
позднее	12481	2576	1	1	0.69
Средневековье	12481	2576	1	1	0.69
эпоху	12481	2576	1	1	0.69
Возрождения	12481	2576	1	1	0.69
терять	12481	2576	1	1	0.69
сакральное	12481	2576	1	1	0.69
пользу	12481	2576	1	1	0.69
полотна	12481	2576	1	1	0.69
заполнил	12481	2576	1	1	0.69
полуденный	12481	2576	1	1	0.69
понятного	12481	2576	1	1	0.69
кричал	12481	2576	1	1	0.69
зрителей	12481	2576	1	1	0.69
трактовал	12481	2576	1	1	0.69
погода	12481	2576	1	1	0.69
художников	12481	2576	1	1	0.69
пытался	12481	2576	1	1	0.69
поймать	12481	2576	1	1	0.69
запечатлеть	12481	2576	1	1	0.69
туннели	12481	2576	1	1	0.69
кратера	12481	2576	1	1	0.69
усиливают	12481	2576	1	1	0.69
планет	12481	2576	1	1	0.69
Таррелл	12481	2576	1	1	0.69
раскаляется	12481	2576	1	1	0.69
прохождении	12481	2576	1	1	0.69
тока	12481	2576	1	1	0.69
Дешёвые	12481	2576	1	1	0.69
хорошая	12481	2576	1	1	0.69
цветопередача	12481	2576	1	1	0.69
сильно	12481	2576	1	1	0.69
нагреваются	12481	2576	1	1	0.69
основном	12481	2576	1	1	0.69
боковое	12481	2576	1	1	0.69
поступает	12481	2576	1	1	0.69
оконные	12481	2576	1	1	0.69
проемы	12481	2576	1	1	0.69
расположенные	12481	2576	1	1	0.69
Искусственный	12481	2576	1	1	0.69
рассеивают	12481	2576	1	1	0.69
Сочетает	12481	2576	1	1	0.69
комфортных	12481	2576	1	1	0.69
сигнал	12481	2576	1	1	0.69
ярче	12481	2576	1	1	0.69
искусственного	12481	2576	1	1	0.69
прошла	12481	2576	1	1	0.69
Сегодня	12481	2576	1	1	0.69
активный	12481	2576	1	1	0.69
комплексом	12481	2576	1	1	0.69
вентиляции	12481	2576	1	1	0.69
визуальное	12481	2576	1	1	0.69
предпочтительнее	12481	2576	1	1	0.69
распределялся	12481	2576	1	1	0.69
комфортным	12481	2576	1	1	0.69
комнаты	12481	2576	1	1	0.69
детской	12481	2576	1	1	0.69
рабочем	12481	2576	1	1	0.69
кабинете	12481	2576	1	1	0.69
Используется	12481	2576	1	1	0.69
тех	12481	2576	1	1	0.69
интенсивный	12481	2576	1	1	0.69
давать	12481	2576	1	1	0.69
достаточный	12481	2576	1	1	0.69
комфортного	12481	2576	1	1	0.69
пребывания	12481	2576	1	1	0.69
настраивает	12481	2576	1	1	0.69
рабочий	12481	2576	1	1	0.69
лад	12481	2576	1	1	0.69
тёплый	12481	2576	1	1	0.69
вопроса	12481	2576	1	1	0.69
пролил	12481	2576	1	1	0.69
беспокоивший	12481	2576	1	1	0.69
ощущение	12481	2576	1	1	0.69
гостеприимства	12481	2576	1	1	0.69
нужен	12481	2576	1	1	0.69
прожектор	12481	2576	1	1	0.69
представлении	12481	2576	1	1	0.69
сфокусированный	12481	2576	1	1	0.69
ощущается	12481	2576	1	1	0.69
поддерживающий	12481	2576	1	1	0.69
изучить	12481	2576	1	1	0.69
приносит	12481	2576	1	1	0.69
объятия	12481	2576	1	1	0.69
Мне	12481	2576	1	1	0.69
нравится	12481	2576	1	1	0.69
мою	12481	2576	1	1	0.69
завтрака	12481	2576	1	1	0.69
повышая	12481	2576	1	1	0.69
использовал	12481	2576	1	1	0.69
имитирующие	12481	2576	1	1	0.69
команда	12481	2576	1	1	0.69
производительность	12481	2576	1	1	0.69
труда	12481	2576	1	1	0.69
повышает	12481	2576	1	1	0.69
приводит	12481	2576	1	1	0.69
улучшению	12481	2576	1	1	0.69
флуоресцентный	12481	2576	1	1	0.69
усталость	12481	2576	1	1	0.69
распределяет	12481	2576	1	1	0.69
удаляя	12481	2576	1	1	0.69
раздражающие	12481	2576	1	1	0.69
увидел	12481	2576	1	1	0.69
уютную	12481	2576	1	1	0.69
заметно	12481	2576	1	1	0.69
подстраиваться	12481	2576	1	1	0.69
присутствие	12481	2576	1	1	0.69
Представьте	12481	2576	1	1	0.69
вечерам	12481	2576	1	1	0.69
теплым	12481	2576	1	1	0.69
тонам	12481	2576	1	1	0.69
помог	12481	2576	1	1	0.69
мне	12481	2576	1	1	0.69
Вниз	12481	2576	1	1	0.69
трека	12481	2576	1	1	0.69
садовый	12481	2576	1	1	0.69
гаражный	12481	2576	1	1	0.69
Крытый	12481	2576	1	1	0.69
Открытый	12481	2576	1	1	0.69
Изображение	12481	2576	1	1	0.69
создаёт	12481	2576	1	1	0.69
расслабленности	12481	2576	1	1	0.69
направленный	12481	2576	1	1	0.69
деталях	12481	2576	1	1	0.69
картинах	12481	2576	1	1	0.69
текстурах	12481	2576	1	1	0.69
разному	12481	2576	1	1	0.69
меняется	12481	2576	1	1	0.69
течение	12481	2576	1	1	0.69
Тёплый	12481	2576	1	1	0.69
2700K	12481	2576	1	1	0.69
добавляет	12481	2576	1	1	0.69
уюта	12481	2576	1	1	0.69
мягкости	12481	2576	1	1	0.69
подходит	12481	2576	1	1	0.69
гостиных	12481	2576	1	1	0.69
спален	12481	2576	1	1	0.69
зон	12481	2576	1	1	0.69
эмоции	12481	2576	1	1	0.69
Мягкий	12481	2576	1	1	0.69
сделает	12481	2576	1	1	0.69
вечер	12481	2576	1	1	0.69
романтичным	12481	2576	1	1	0.69
верхний	12481	2576	1	1	0.69
Без	12481	2576	1	1	0.69
визуал	12481	2576	1	1	0.69
остаётся	12481	2576	1	1	0.69
картинкой	12481	2576	1	1	0.69
визуализатора	12481	2576	1	1	0.69
выглядеть	12481	2576	1	1	0.69
ракурсы	12481	2576	1	1	0.69
цветопередачу	12481	2576	1	1	0.69
отрицательно	12481	2576	1	1	0.69
сказывается	12481	2576	1	1	0.69
здоровье	12481	2576	1	1	0.69
Естественное	12481	2576	1	1	0.69
вернее	12481	2576	1	1	0.69
Солнца	12481	2576	1	1	0.69
отражаемый	12481	2576	1	1	0.69
ею	12481	2576	1	1	0.69
ещё	12481	2576	1	1	0.69
непостоянный	12481	2576	1	1	0.69
недостаточно	12481	2576	1	1	0.69
им	12481	2576	1	1	0.69
видимом	12481	2576	1	1	0.69
спектре	12481	2576	1	1	0.69
нагрева	12481	2576	1	1	0.69
собственный	12481	2576	1	1	0.69
одна	12481	2576	1	1	0.69
причина	12481	2576	1	1	0.69
расхождения	12481	2576	1	1	0.69
спектральное	12481	2576	1	1	0.69
АЧТ	12481	2576	1	1	0.69
T	12481	2576	1	1	0.69
c	12481	2576	1	1	0.69
газового	12481	2576	1	1	0.69
генерировала	12481	2576	1	1	0.69
лампочек	12481	2576	1	1	0.69
организм	12481	2576	1	1	0.69
пришел	12481	2576	1	1	0.69
выводу	12481	2576	1	1	0.69
оттенком	12481	2576	1	1	0.69
контактирует	12481	2576	1	1	0.69
зрительными	12481	2576	1	1	0.69
анализаторами	12481	2576	1	1	0.69
исцелять	12481	2576	1	1	0.69
психические	12481	2576	1	1	0.69
телесные	12481	2576	1	1	0.69
недуги	12481	2576	1	1	0.69
одежда	12481	2576	1	1	0.69
прекрасно	12481	2576	1	1	0.69
формировании	12481	2576	1	1	0.69
Общий	12481	2576	1	1	0.69
эмоциональное	12481	2576	1	1	0.69
состояние	12481	2576	1	1	0.69
полноценным	12481	2576	1	1	0.69
участником	12481	2576	1	1	0.69
помогающим	12481	2576	1	1	0.69
нашей	12481	2576	1	1	0.69
превращается	12481	2576	1	1	0.69
физиологически	12481	2576	1	1	0.69
любым	12481	2576	1	1	0.69
собираюсь	12481	2576	1	1	0.69
Ну	12481	2576	1	1	0.69
каждое	12481	2576	1	1	0.69
отражают	12481	2576	1	1	0.69
северных	12481	2576	1	1	0.69
странах	12481	2576	1	1	0.69
рассказал	12481	2576	1	1	0.69
десятый	12481	2576	1	1	0.69
Десятый	12481	2576	1	1	0.69
Сергея	12481	2576	1	1	0.69
Лазарева	12481	2576	1	1	0.69
заглавную	12481	2576	1	1	0.69
композицию	12481	2576	1	1	0.69
диска	12481	2576	1	1	0.69
давшую	12481	2576	1	1	0.69
романтическую	12481	2576	1	1	0.69
Ведь	12481	2576	1	1	0.69
тождественен	12481	2576	1	1	0.69
любви	12481	2576	1	1	0.69
киберпанка	12481	2576	1	1	0.69
